company,phone,website,address,category,rating,reviews,score,source,status
"Белорусские Продукты (Магазин, интернет-магазин ""Беларуская Хатка"")",+7 7272 91 10 85,http://www.belhatka.kz/,"ул. Карасай Батыра 25, Алматы 050000, Казахстан",Продовольственный магазин,4.6,75,30,google_maps_apify,new
ТОО ТоргСервис КЗ-5,+7 771 574 5158,,"улица Брусиловского 167, Алматы 050000, Казахстан",Оптовый магазин продуктов питания,,0,15,google_maps_apify,new
Dzungla питомник растений,+7 707 411 6898,http://dzungla.kz/,"5RF6+CMJ Обувщик 139, Микрорайон, Тастыбулак, Казахстан",Питомник растений,5,8,15,google_maps_apify,new
Qazaq Industry Company,+7 707 500 7434,,"микрорайон Карагайлы, ул. Кали Надырова 46, Алматы 050000, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
Казына,,,"5WV3+MM5, Алматы, Казахстан",Рынок,4.4,129,45,google_maps_apify,new
"Рауза-АДЕ, ТОО",+7 7272 65 78 81,http://rauza-ade.kz/,"улица Навои 2, Алматы, Казахстан",Аптека,3.9,30,30,google_maps_apify,new
ЛОТТЕ Рахат магазин,+7 7272 58 47 10 ext. 590,https://www.rakhat.kz/,"улица Жибек Жолы 47, Алматы 050002, Казахстан",Кондитерский магазин,4.6,902,60,google_maps_apify,new
"ТОО ""Рукоделие""",+7 727 333 1818,http://www.rukodelie.kz/,"улица Чокана Валиханова 47, Алматы 050002, Казахстан",Магазин пряжи,4.5,359,45,google_maps_apify,new
Shtuchka Almaty,+7 701 338 8286,,"улица Кунаева 21, Алматы 050000, Казахстан",Оптовый продавец одежды,,0,15,google_maps_apify,new
cvetyalmaty-24.kz,+7 708 254 2206,,"улица Панфилова 17, Алматы 050016, Казахстан",Оптовая продажа цветов,1,2,15,google_maps_apify,new
Морские деликатесы,+7 707 270 1240,https://instagram.com/morskiedelikatesy1?igshid=NzZlODBkYWE4Ng==,"улица Жибек Жолы 53, Алматы 050000, Казахстан",Рыбный магазин,5,1,15,google_maps_apify,new
Детская одежда оптом в Kinderzon,+7 775 828 9330,,"улица Наурызбай Батыра 8, Алматы 050000, Казахстан",Оптовая торговля,5,2,15,google_maps_apify,new
Gulliver,,,"улица Наурызбай Батыра 8, Алматы 050000, Казахстан",Оптовый рынок,,0,15,google_maps_apify,new
Аптечный Склад,+7 7272 33 56 83,,"улица Чайковского 28, Алматы 050000, Казахстан",Аптека,3.6,114,45,google_maps_apify,new
Кондитерская фабрика ЛОТТЕ Рахат,+7 7272 58 47 10 ext. 590,https://www.rakhat.kz/,"ул. Зенкова, Алматы 050000, Казахстан",Кондитерский магазин,4.5,2174,75,google_maps_apify,new
Бытовая химия оптом | OASIS-SAUDA,+7 7272 20 88 30,https://oasis-sauda.kz/catalog/bytovaya-himiya/,"проспект Сейфуллина 404/67 корпус B2, Алматы 050050, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
ТОО CIS MARKET,+7 727 339 7727,https://cismarket.kz/,"пр-т. Райымбека дом 165А, Алматы, Казахстан",Поставка товаров для пищевых производств,5,2,15,google_maps_apify,new
Karabura Distribution,+7 747 126 3416,https://instagram.com/karabura_distribution_official?igshid=YmMyMTA2M2Y=,"ул. Гайдара 115, Алматы 050000, Казахстан",Поставщик продуктов питания,,0,15,google_maps_apify,new
Салон ковров Алматы Клем,+7 727 395 4607,http://www.almatykilem.kz/,"улица Толе Би 187, Алматы 050000, Казахстан",Магазин товаров для дома,4.6,10,15,google_maps_apify,new
Оптово розничный рынок Арлан,,https://www.instagram.com/arlanbazar?igsh=OGVkaHZmaWNha2Fz&utm_source=qr,"8W82+GJ2, Алматы, Казахстан",Рынок,4,2,15,google_maps_apify,new
TAC в Алматы,+7 707 343 4828,http://tackazakhstan.kz/,"Торговый дом Арлан, Северное Кольцо 92/7, Алматы 050024, Казахстан",Магазин постельного белья,5,2,15,google_maps_apify,new
DNS,+7 800 080-70-22,https://dns-shop.kz/,"улица Толе Би 185, Алматы 050000, Казахстан",Магазин бытовой техники,,0,15,google_maps_apify,new
KULIK SYSTEM,+7 700 720 0012,https://ergokreslo.kz/,"улица Толе Би 187 правое крыло, этаж 1+, Алматы, Казахстан",Магазин офисной мебели,5,1,15,google_maps_apify,new
POLYWORKS,+7 727 379 6681,http://www.polyworks.kz/,"Төле би көшесі 187, Алматы 050008, Казахстан",Компьютерный магазин,5,7,15,google_maps_apify,new
Картриджная компания CLA,+7 727 375 1757,https://copyline.kz/,"улица Толе Би 180Б, Алматы 050000, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
Одежда Алматы,+7 707 445 0785,https://instagram.com/youcase.kz?utm_medium=copy_link,"пр-т. Абая 115, Алматы 050000, Казахстан",Магазин одежды,,0,15,google_maps_apify,new
Рынок Болашак,+7 776 077 0176,,"Алматы, Казахстан",Вещевой рынок,4.1,9489,90,google_maps_apify,new
Optom nizhnee belie Almaty,+7 702 185 4277,https://instagram.com/optom_nizhnee_belie_almaty?utm_medium=copy_link,"Бекболата 1B, рынок Ожет, сектор B, ряд 8, коннтеинер 150, Алматы 050024, Казахстан",Магазин нижнего белья,,0,15,google_maps_apify,new
Ufuk carpet,+7 747 600 5576,,"Бекболата улица 2/2, Алматы 050024, Казахстан",Магазин ковров,5,14,15,google_maps_apify,new
Pera by mersi,+7 775 220 5634,,"Рынок ожет 5.ряд - бутик 28А, Алматы, Казахстан",Оптовый продавец одежды,5,1,15,google_maps_apify,new
Alcomarket,+7 7272 79 56 91,,"ул. Макатаева 154, Алматы 050012, Казахстан",Магазин спиртных напитков,4.5,414,45,google_maps_apify,new
KazakhUpack Алматы - Пластиковая упаковка под пищевые и промышленные продукты,+7 727 310 0684,https://kazakhupack.kz/,"пр-т. Райымбека 212, Алматы 050000, Казахстан",Оптовая продажа изделий из пластика,5,92,30,google_maps_apify,new
Магазин Ракса Бар,+7 707 027 9098,,"6XW4+44W, улица Курмангазы, Алматы 050000, Казахстан",Магазин,4.5,394,45,google_maps_apify,new
Канцелярские товары,+7 747 600 7409,,"улица Вольная 3А, Алматы 010000, Казахстан",Оптовая торговля,5,2,15,google_maps_apify,new
Froot,+7 707 000 3612,,"улица Кунаева 119, Алматы 050010, Казахстан",Продовольственный магазин,2.9,13,15,google_maps_apify,new
Магазин «Арсенал Кондитера»,+7 708 170 9007,http://www.arsenal-konditera.kz/,"улица Розыбакиева 37Б, Алматы, Казахстан",Товары для оформления тортов,4.6,165,45,google_maps_apify,new
"ТОО ""ХАТБЕР-Казахстан""",+7 727 356 5366,http://hatber.kz/,"ул. Жибек-Жолы 135, Алматы 050000, Казахстан",Оптовая продажа канцелярских товаров,3.8,28,30,google_maps_apify,new
Белорусские продукты № 1,+7 705 739 8000,https://belostan.kz/,"улица Толе Би 165, Алматы 050026, Казахстан",Колбасные изделия,3.8,5,15,google_maps_apify,new
Магазин спорттоваров ABKSPORT,+7 702 101 0521,http://www.netsport.kz/,"улица Жамбыла 66, Алматы 050000, Казахстан",Магазин спорттоваров,4.5,186,45,google_maps_apify,new
"Meat Master, магазин стейков, мясных деликатесов и полуфабрикатов",+7 777 847 3535,http://meat-master.kz/,"улица Наурызбай Батыра 68, Алматы 050000, Казахстан",Продовольственный магазин,4.8,5,15,google_maps_apify,new
"Компьютерный магазин ТОО ""Пульсер""",+7 700 356 8000,http://www.pulser.kz/,"улица Казыбек Би 29, Алматы 050010, Казахстан",Компьютерный магазин,4.6,1209,75,google_maps_apify,new
"Дезинфицирующие средства - ТОО ""Megados""",+7 705 222 2924,http://megados.kz/,"улица Жамбыла 114/85, Алматы 050050, Казахстан",Оптовая торговля за наличный расчёт без доставки товара,5,2,15,google_maps_apify,new
Магазин Хозяюшка,+7 701 707 5320,,"улица Гоголя 100, Алматы 050000, Казахстан",Магазин товаров для дома,4.7,142,45,google_maps_apify,new
"Магазин зоотоваров ""ZOOMARKET""",+7 7272 93 53 87,http://zoomarket.kz/,"улица Жамбыла 131, Алматы 050000, Казахстан",Зоомагазин,4.7,251,45,google_maps_apify,new
"MIJUKI детские подгузники, трусики, памперсы, японские, все размеры подгузников в Алматы и по Казахстану. Быстрая доставка",+7 707 828 1106,https://mijuki.kz/,"улица Егизбаева 13а, Алматы 050046, Казахстан",Многоразовые пеленки и подгузники,5,2,15,google_maps_apify,new
Интернет магазин vsemarket Оптово розничный Фулфилмент,+7 771 563 6200,http://vsemarket.kz/,"улица Крылова 14, Алматы 050061, Казахстан",Интернет-магазин,5,4,15,google_maps_apify,new
Интернет-магазин Aeon,+7 701 224 2725,https://aeon.kz/contacts,"Шарипова, 90 уг, улица Жамбыла, Алматы, Казахстан",Оптовая торговля,,0,15,google_maps_apify,new
